Player,Pos,School,40yd,Vertical,Bench,Broad Jump,3Cone,Shuttle,ano,altura,peso,GPos40,GPosBench,GPosBJ,GPos3CONE,cp1
Cedric Pittman,OLB,Nevada,4.9,77.47,20,281.94,7.75,4.52,2000,190.5,118.387512,g2,g5,g8,g11,-7.49318968068962
Ahmed Plummer,CB,Ohio State,4.43,,,,,,2000,180.34,86.636072,g3,g6,g7,g12,25.7710864177318
DaShon Polk,OLB,Arizona,4.75,81.28,18,281.94,7.43,4.45,2000,187.96,105.686936,g2,g5,g8,g11,5.44513884677653
Jerry Porter,WR,West Virginia,4.48,,,,,,2000,187.96,100.243832,g3,g6,g7,g12,10.7277211357603
Hank Poteat,CB,Pittsburgh,4.57,93.98,16,320.04,6.66,4,2000,177.8,89.357624,g3,g6,g7,g12,23.742098459744
Travis Prentice,RB,Miami (OH),4.5,93.98,23,292.1,6.92,4.4,2000,182.88,102.0582,g3,g6,g8,g11,10.1914667457738
Greg Randall,OT,Michigan State,5.59,66.04,22,241.3,8.15,5.13,2000,198.12,151.046136,g1,g4,g9,g10,-41.0255929741043
Chase Raynock,OT,Montana,5.5,63.5,22,238.76,8.33,5,2000,198.12,139.706336,g1,g4,g9,g10,-30.0202132053881
J.R. Redmond,RB,Arizona State,4.48,82.55,,307.34,,,2000,180.34,97.975872,g3,g6,g8,g11,14.7657066490157
Quinton Reese,DE,Auburn,5.13,76.2,18,256.54,7.91,4.68,2000,193.04,128.366536,g2,g5,g8,g11,-17.7902270636639
Tutan Reyes,OT,Mississippi,5.37,67.31,20,251.46,7.49,4.88,2000,190.5,135.624008,g1,g4,g9,g10,-24.2213669291382
Rob Riti,C,Missouri,5.19,74.93,17,269.24,,,2000,187.96,132.902456,g1,g4,g9,g10,-20.9677725981423
Fred Robbins,DT,Wake Forest,5.09,74.93,25,238.76,7.72,4.72,2000,193.04,141.520704,g1,g4,g9,g10,-30.5564675953746
Roger Roesler,OG,Texas,5.31,74.93,25,256.54,8.31,4.76,2000,195.58,142.427888,g1,g4,g9,g10,-32.049201163376
Phillip Rogers,RB,Georgia Tech,4.68,93.98,19,314.96,7.21,4.31,2000,185.42,105.233344,g3,g6,g8,g11,6.49765722402922
Mark Roman,CB,LSU,4.55,,,,,,2000,180.34,85.275296,g3,g6,g7,g12,27.0917319899778
Blaine Saipaia,OG,Colorado State,5.35,,,,,,2000,190.5,145.603032,g1,g4,g9,g10,-33.9061011256084
Chris Samuels,OT,Alabama,5.08,,,,,,2000,195.58,147.4174,g1,g4,g9,g10,-36.8915682616111
Lewis Sanders,CB,Maryland,4.5,93.98,10,294.64,,,2000,182.88,91.625584,g3,g6,g7,g12,20.3164161329927
Ketric Sanford,RB,Houston,4.6,81.28,12,299.72,6.63,4.3,2000,170.18,90.264808,g3,g6,g8,g11,24.6985776377588
Sekou Sanyika,OLB,California,4.75,82.55,,281.94,7.33,4.38,2000,190.5,109.315672,g2,g5,g8,g11,1.31111413428333
Manuia Savea,OG,Arizona,5.34,63.5,24,233.68,,,2000,187.96,139.706336,g1,g4,g9,g10,-27.571000459372
Gari Scott,WR,Michigan State,4.59,85.09,,302.26,,,2000,182.88,87.996848,g3,g6,g7,g12,23.8381376589818
Tony Scott,CB,North Carolina State,4.5,86.36,11,294.64,7.45,4.24,2000,177.8,87.543256,g3,g6,g7,g12,25.5029592227386
Richard Seals,DT,Utah,5.13,72.39,24,259.08,7.78,4.6,2000,187.96,143.335072,g1,g4,g9,g10,-31.0927219853611
Jacoby Shepherd,CB,Oklahoma State,4.53,88.9,5,304.8,,,2000,185.42,88.45044,g3,g6,g7,g12,22.7856192817292
Samson Sherrod,OLB,San Jose State,4.78,,,,,,2000,190.5,118.841104,g2,g5,g8,g11,-7.93340487143826
Wes Shivers,OT,Mississippi State,5.65,57.15,18,248.92,8.48,4.81,2000,195.58,144.242256,g1,g4,g9,g10,-33.8100619263706
Brandon Short,ILB,Penn State,4.72,,,,,,2000,190.5,114.305184,g2,g5,g8,g11,-3.53125296395179
Kofi Shuck,WR,Wyoming,4.66,83.82,,302.26,7.18,4.1,2000,187.96,81.64656,g3,g6,g7,g12,28.7765439564548
Corey Simon,DT,Florida State,4.83,,,,,,2000,187.96,134.716824,g1,g4,g9,g10,-22.7286333611369
Mark Simoneau,OLB,Kansas State,4.6,91.44,24,297.18,7.08,4.09,2000,182.88,107.501304,g2,g5,g8,g11,4.90888445679002
Peter Sirmon,ILB,Oregon,4.84,87.63,20,292.1,7.21,4.27,2000,187.96,111.583632,g2,g5,g8,g11,-0.27765863295587
T.J. Slaughter,ILB,Southern Miss,4.87,76.2,24,284.48,7.08,4.26,2000,182.88,112.037224,g2,g5,g8,g11,0.506732549303566
Dwyte Smiley,S,Youngstown State,4.57,88.9,13,292.1,7.18,4.29,2000,185.42,89.811216,g3,g6,g7,g12,21.4649737094832
Jamel Smith,ILB,Virginia Tech,5.18,74.93,,274.32,7.51,4.58,2000,182.88,111.13004,g2,g5,g8,g11,1.38716293080086
Keith Smith,RB,Arizona,4.5,,,,,,2000,177.8,93.893544,g3,g6,g8,g11,19.3399465522575
Marvel Smith,OT,Arizona State,5.37,69.85,24,254,7.87,4.83,2000,195.58,145.14944,g1,g4,g9,g10,-34.6904923078679
Robaire Smith,DE,Michigan State,4.88,,,,,,2000,193.04,124.7378,g2,g5,g8,g11,-14.2685055376747
R. Jay Soward,WR,USC,4.34,88.9,,314.96,,,2000,175.26,80.285784,g3,g6,g7,g12,33.158705461221
Rashon Spikes,RB,Boise State,4.78,83.82,13,287.02,7.18,4.47,2000,177.8,92.532768,g3,g6,g8,g11,20.6605921245034
Quinton Spotwood,WR,Syracuse,4.55,85.09,,312.42,,,2000,180.34,83.460928,g3,g6,g7,g12,28.8525927529724
Dave Stachelski,TE,Boise State,4.78,96.52,24,292.1,6.84,4.14,2000,190.5,113.398,g2,g5,g8,g11,-2.6508225824545
Shyrone Stith,RB,Virginia Tech,4.6,88.9,13,281.94,7.14,4.14,2000,170.18,92.532768,g3,g6,g8,g11,22.4975016840156
Jay Tant,TE,Northwestern,4.75,,31,,,,2000,190.5,115.66596,g2,g5,g8,g11,-4.85189853619773
Mark Tauscher,OG,Wisconsin,5.37,68.58,22,228.6,7.91,4.84,2000,190.5,144.242256,g1,g4,g9,g10,-32.5854555533625
Shannon Taylor,OLB,Virginia,4.65,87.63,,292.1,,,2000,190.5,112.944408,g2,g5,g8,g11,-2.21060739170585
Travis Taylor,WR,Florida,4.43,93.98,,299.72,7.15,,2000,185.42,90.264808,g3,g6,g7,g12,21.0247585187346
Adalius Thomas,DE,Southern Miss,4.56,97.79,,304.8,,4.42,2000,187.96,122.46984,g2,g5,g8,g11,-10.8428232109234
Jason Thomas,OG,South Carolina,5.22,74.93,23,254,7.99,,2000,190.5,136.0776,g1,g4,g9,g10,-24.6615821198868
Michael Thompson,OT,Tennessee State,5.28,66.04,16,264.16,7.99,4.73,2000,193.04,138.34556,g1,g4,g9,g10,-27.4749612601341
Raynoch Thompson,OLB,Tennessee,4.65,,,,,,2000,190.5,99.79024,g2,g5,g8,g11,10.5556331400049
Travares Tillman,S,Georgia Tech,4.6,95.25,15,312.42,6.95,4.29,2000,185.42,87.996848,g3,g6,g7,g12,23.2258344724778
Mao Tosi,DT,Idaho,5.26,72.39,19,251.46,7.72,4.6,2000,195.58,140.61352,g1,g4,g9,g10,-30.2883404003814
Mac Tuiaea,DT,Washington,5.09,73.66,25,251.46,7.82,4.72,2000,198.12,134.263232,g1,g4,g9,g10,-24.7376309164044
Ryan Tujague,OG,Washington State,5.16,68.58,21,243.84,8.18,4.95,2000,195.58,134.716824,g1,g4,g9,g10,-24.565542920649
Jeff Ulbrich,ILB,Hawaii,4.65,81.28,24,276.86,7.23,4.3,2000,182.88,112.944408,g2,g5,g8,g11,-0.373697832193728
Brian Urlacher,OLB,New Mexico,4.59,86.36,27,309.88,6.94,4.18,2000,193.04,117.026736,g2,g5,g8,g11,-6.78484729494771
Darrick Vaughn,CB,Texas State,4.53,92.71,14,307.34,7.09,4.16,2000,180.34,88.904032,g3,g6,g7,g12,23.5700104639886
Andy Vincent,OG,Texas A&M,5.2,72.39,14,274.32,7.54,4.42,2000,193.04,138.799152,g1,g4,g9,g10,-27.9151764508828
Todd Wade,OT,Mississippi,5.22,69.85,29,256.54,7.68,4.68,2000,203.2,147.870992,g1,g4,g9,g10,-39.1686930118719
Darwin Walker,DT,Tennessee,4.82,,,,,,2000,187.96,132.902456,g1,g4,g9,g10,-20.9677725981423
Troy Walters,WR,Stanford,4.55,82.55,,269.24,6.61,3.84,2000,167.64,77.564232,g3,g6,g7,g12,37.636906165225
Steve Warren,DT,Nebraska,5.1,77.47,29,266.7,7.97,4.56,2000,185.42,139.252744,g1,g4,g9,g10,-26.5184820821193
Peter Warrick,WR,Florida State,4.58,,,,,,2000,180.34,87.996848,g3,g6,g7,g12,24.4504408454859
Jason Webster,CB,Texas A&M,4.42,90.17,17,309.88,6.76,3.98,2000,175.26,81.64656,g3,g6,g7,g12,31.838059888975
James Whalen,TE,Kentucky,4.78,78.74,,279.4,7.42,4.22,2000,187.96,103.418976,g2,g5,g8,g11,7.64621480051977
Austin Wheatley,TE,Iowa,4.66,82.55,,307.34,6.97,4.18,2000,193.04,115.212368,g2,g5,g8,g11,-5.02398653195312
Damen Wheeler,CB,Colorado,4.51,88.9,11,292.1,7.21,4.27,2000,175.26,81.192968,g3,g6,g7,g12,32.2782750797237
Anthony White,RB,Kentucky,4.68,82.55,,299.72,7.05,4.24,2000,182.88,88.45044,g3,g6,g8,g11,23.3979224682332
Jerard White,CB,Massachusetts,4.61,97.79,14,299.72,6.96,4.53,2000,185.42,96.615096,g3,g6,g7,g12,14.8617458482535
Dez White,WR,Georgia Tech,4.62,95.25,,314.96,6.91,4.09,2000,185.42,98.883056,g3,g6,g7,g12,12.6606698945103
Michael Wiley,RB,Ohio State,4.5,,,,,,2000,180.34,87.543256,g3,g6,g8,g11,24.8906560362345
Boo Williams,RB,South Carolina,4.52,,,,,,2000,180.34,100.697424,g3,g6,g8,g11,12.1244155045238
Bobbie Williams,OT,Arkansas,5.26,73.66,28,246.38,7.78,4.72,2000,193.04,150.592544,g1,g4,g9,g10,-39.3607714103476
James Williams,WR,Marshall,4.59,91.44,,312.42,7.22,4.16,2000,180.34,81.64656,g3,g6,g7,g12,30.6134535159669
Jack Williams,S,Azusa Pacific,4.72,80.01,15,274.32,7.15,4.65,2000,177.8,93.439952,g3,g6,g7,g12,19.7801617430062
Josh Williams,DT,Michigan,4.9,77.47,,281.94,7.22,4.25,2000,190.5,127.912944,g1,g4,g9,g10,-16.7377086864112
Antonio Wilson,OLB,Texas A&M-Commerce,4.56,,11,,,,2000,187.96,111.13004,g2,g5,g8,g11,0.162556557792777
Cedric Woodard,DT,Texas,5.21,77.47,23,276.86,,,2000,187.96,131.54168,g1,g4,g9,g10,-19.6471270258963
Destry Wright,RB,Jackson State,4.84,74.93,15,284.48,7.15,4.41,2000,180.34,97.975872,g3,g6,g8,g11,14.7657066490157
Bashir Yamini,WR,Iowa,4.53,83.82,,330.2,7.09,4.18,2000,190.5,86.636072,g3,g6,g7,g12,23.3218736717157
Brian Young,DE,Texas-El Paso,4.94,74.93,27,269.24,7.2,4.47,2000,187.96,126.098576,g2,g5,g8,g11,-14.3645447369126
Keith Adams,OLB,Clemson,4.82,,24,264.16,,,2001,180.34,99.336648,g2,g5,g8,g11,13.4450610767697
Hakim Akbar,S,Washington,4.55,,,,,,2001,182.88,95.25432,g3,g6,g7,g12,16.7946946070035
Brian Allen,OLB,Florida State,4.65,,25,,,,2001,182.88,107.954896,g2,g5,g8,g11,4.46866926604138
David Allen,RB,Kansas State,4.62,78.74,15,281.94,,,2001,175.26,87.996848,g3,g6,g8,g11,25.675047218494
Will Allen,CB,Syracuse,4.44,100.33,14,307.34,6.78,3.9,2001,177.8,87.089664,g3,g6,g7,g12,25.9431744134872
Scotty Anderson,WR,Grambling State,4.57,87.63,,292.1,,,2001,187.96,83.460928,g3,g6,g7,g12,27.0156831934602
Adam Archuleta,S,Arizona State,4.46,,31,,,,2001,182.88,95.707912,g3,g6,g7,g12,16.3544794162549
Tom Ashworth,OG,Colorado,5.11,85.09,20,276.86,7.4,4.3,2001,198.12,132.902456,g1,g4,g9,g10,-23.4169853441584
Billy Baber,TE,Virginia,4.76,83.82,22,269.24,7.12,4.19,2001,193.04,115.66596,g2,g5,g8,g11,-5.46420172270177
Jeff Backus,OT,Michigan,5.37,68.58,25,251.46,8.27,4.67,2001,195.58,140.61352,g1,g4,g9,g10,-30.2883404003814
Rodney Bailey,DE,Ohio State,5.1,,,,,,2001,190.5,128.366536,g2,g5,g8,g11,-17.1779238771598
Alex Bannister,WR,East. Kentucky,4.47,77.47,,279.4,,,2001,195.58,91.171992,g3,g6,g7,g12,17.6951153912211
Kevan Barlow,RB,Pittsburgh,4.56,,,,,,2001,185.42,106.59412,g3,g6,g8,g11,5.17701165178327
Idrees Bashir,S,Memphis,4.56,101.6,22,320.04,7.14,4.2,2001,187.96,93.439952,g3,g6,g7,g12,17.33094899699
Gary Baxter,CB,Baylor,4.53,95.25,,309.88,7.39,4.21,2001,187.96,92.532768,g3,g6,g7,g12,18.2113793784873
Monty Beisel,DE,Kansas State,4.83,87.63,25,279.4,7.32,4.28,2001,193.04,122.46984,g2,g5,g8,g11,-12.0674295839315
Kendrell Bell,ILB,Georgia,4.64,97.79,24,314.96,7.25,4.5,2001,185.42,106.140528,g2,g5,g8,g11,5.61722684253192
Marcus Bell,DT,Memphis,5.32,,17,248.92,8.07,4.71,2001,185.42,144.695848,g1,g4,g9,g10,-31.8010643711031
Michael Bennett,RB,Wisconsin,4.38,100.33,13,330.2,,,2001,175.26,93.893544,g3,g6,g8,g11,19.9522497387616
Eddie Berlin,WR,New Mexico,4.43,100.33,,309.88,6.78,4.08,2001,180.34,86.636072,g3,g6,g7,g12,25.7710864177318
Cory Bird,S,Virginia Tech,4.6,,22,,,,2001,177.8,98.429464,g3,g6,g7,g12,14.937794644771
Randy Black,S,UNLV,4.74,90.17,,292.1,7.14,4.2,2001,182.88,92.98636,g3,g6,g7,g12,18.9957705607467
Harold Blackmon,CB,Northwestern,4.54,93.98,17,307.34,7.03,4.28,2001,180.34,95.25432,g3,g6,g7,g12,17.4069977935075
Willie Blade,DT,Mississippi State,4.93,,,,,,2001,190.5,143.335072,g1,g4,g9,g10,-31.7050251718652
Al Blades,S,Miami (FL),4.56,,,,,,2001,185.42,94.800728,g3,g6,g7,g12,16.6226066112481
Derrick Blaylock,RB,Stephen F. Austin,4.36,90.17,18,302.26,7.05,4.09,2001,177.8,87.996848,g3,g6,g8,g11,25.0627440319899
David Bobo,OG,TCU,5.28,78.74,19,269.24,7.81,4.89,2001,193.04,131.54168,g1,g4,g9,g10,-20.8717333989044
Fred Booker,CB,LSU,4.65,,,,,,2001,175.26,87.543256,g3,g6,g7,g12,26.1152624092426
Jarvis Borum,OG,North Carolina State,5.05,77.47,25,271.78,8.08,4.83,2001,200.66,150.592544,g1,g4,g9,g10,-41.1976809698597
Kyle Vanden Bosch,DE,Nebraska,4.75,92.71,26,302.26,6.82,4.08,2001,193.04,122.46984,g2,g5,g8,g11,-12.0674295839315
James Boyd,S,Penn State,4.59,82.55,,297.18,7.29,4.24,2001,180.34,93.893544,g3,g6,g7,g12,18.7276433657535
Roylin Bradley,OLB,Texas A&M,4.67,86.36,19,294.64,7.16,4.28,2001,185.42,110.222856,g2,g5,g8,g11,1.65529012579411
Sean Brewer,TE,San Jose State,4.73,91.44,14,297.18,7.37,4.18,2001,193.04,115.66596,g2,g5,g8,g11,-5.46420172270177
Chris Brown,OT,Georgia Tech,5.33,,30,,,,2001,195.58,149.231768,g1,g4,g9,g10,-38.6524290246057
Corey Brown,WR,Tulsa,4.63,100.33,,320.04,,,2001,182.88,91.625584,g3,g6,g7,g12,20.3164161329927
Kenny Bryant,CB,Jackson State,4.65,95.25,10,297.18,7.5,4.15,2001,180.34,86.18248,g3,g6,g7,g12,26.2113016084805
Correll Buckhalter,RB,Nebraska,4.53,101.6,11,312.42,7.08,4.06,2001,182.88,102.511792,g3,g6,g8,g11,9.75125155502514
Derrick Burgess,DE,Mississippi,4.92,101.6,24,317.5,7.85,,2001,187.96,119.748288,g2,g5,g8,g11,-8.20153206643152
Adrian Burnette,WR,Tulane,4.63,,,,,,2001,177.8,86.636072,g3,g6,g7,g12,26.3833896042359
Jerametrius Butler,CB,Kansas State,4.57,91.44,11,307.34,7.22,4.4,2001,177.8,78.471416,g3,g6,g7,g12,34.3072630377115
Cecil Caldwell,DT,South Carolina,4.93,,,,,,2001,185.42,121.562656,g1,g4,g9,g10,-9.35008964292207
John Capel,WR,Florida,4.39,92.71,,320.04,,,2001,180.34,80.285784,g3,g6,g7,g12,31.9340990882129
Terrence Carroll,S,Oregon State,4.63,,,,,,2001,182.88,96.161504,g3,g6,g7,g12,15.9142642255062
Elliott Carson,TE,Vanderbilt,4.9,91.44,16,292.1,7.52,4.21,2001,193.04,111.583632,g2,g5,g8,g11,-1.50226500596395
Robert Carswell,S,Clemson,4.59,86.36,21,269.24,7.14,4.18,2001,182.88,97.068688,g3,g6,g7,g12,15.0338338440089
Andre Carter,DE,California,4.84,97.79,20,335.28,,4.24,2001,193.04,112.944408,g2,g5,g8,g11,-2.82291057820989
Quinton Caver,ILB,Arkansas,4.67,95.25,23,299.72,7.66,4.25,2001,193.04,102.965384,g2,g5,g8,g11,6.86182361826034
Derrick Chambers,DT,Florida,4.98,,32,,,,2001,193.04,135.624008,g1,g4,g9,g10,-24.8336701156422
Chris Chambers,WR,Wisconsin,4.33,114.3,,340.36,,4,2001,182.88,95.25432,g3,g6,g7,g12,16.7946946070035
Jeff Chaney,RB,Florida State,4.46,,,,,,2001,180.34,87.543256,g3,g6,g8,g11,24.8906560362345
Jeff Chase,OG,Texas A&M-Kingsville,5.25,,27,,,,2001,190.5,137.438376,g1,g4,g9,g10,-25.9822276921328
Patrick Chukwurah,OLB,Wyoming,4.77,101.6,24,302.26,7.34,4.21,2001,187.96,107.954896,g2,g5,g8,g11,3.24406289303329
Kenny Clark,WR,Central Florida,4.59,90.17,,307.34,,,2001,185.42,102.0582,g3,g6,g7,g12,9.57916355926975
Nate Clements,CB,Ohio State,4.38,,,,,,2001,180.34,94.800728,g3,g6,g7,g12,17.8472129842562
Tay Cody,CB,Florida State,4.55,,11,,,,2001,175.26,82.100152,g3,g6,g7,g12,31.3978446982264
Derek Combs,RB,Ohio State,4.42,88.9,8,304.8,6.96,4.07,2001,182.88,87.543256,g3,g6,g8,g11,24.2783528497305
Chris Cooper,DE,Nebraska-Omaha,4.95,90.17,24,289.56,7.12,4.21,2001,195.58,123.377024,g2,g5,g8,g11,-13.5601631519328
Jarrod Cooper,S,Kansas State,4.45,105.41,,330.2,6.87,3.9,2001,182.88,100.697424,g3,g6,g7,g12,11.5121123180197
Dave Costa,OG,Wisconsin,5.34,,17,,,,2001,198.12,138.34556,g1,g4,g9,g10,-28.6995676331422
Rodney Crayton,CB,Auburn,4.6,90.17,13,299.72,7.25,4.4,2001,172.72,80.739376,g3,g6,g7,g12,33.3307934569764
Rick Crowell,OLB,Colorado State,5.03,80.01,19,276.86,7.54,4.35,2001,190.5,109.769264,g2,g5,g8,g11,0.870898943534681
Corey Crume,RB,East. Kentucky,4.76,93.98,15,292.1,7.36,4.32,2001,180.34,102.0582,g3,g6,g8,g11,10.8037699322778
Alge Crumpler,TE,North Carolina,4.76,86.36,22,284.48,7.38,4.43,2001,187.96,120.655472,g2,g5,g8,g11,-9.08196244792881
Will Cuthbert,OG,Alabama,5.53,62.23,17,231.14,8.84,5.06,2001,195.58,144.242256,g1,g4,g9,g10,-33.8100619263706
Ronney Daniels,WR,Auburn,4.61,87.63,,299.72,,,2001,185.42,96.161504,g3,g6,g7,g12,15.3019610390022
Leonard Davis,OT,Texas,5.32,71.12,33,246.38,8.72,5.18,2001,198.12,167.82904,g1,g4,g9,g10,-57.3135550318042
Ennis Davis,DT,USC,5.1,69.85,23,251.46,7.98,4.87,2001,193.04,136.984784,g1,g4,g9,g10,-26.1543156878882
Rick DeMulling,OG,Idaho,5.24,80.01,32,274.32,7.62,4.6,2001,193.04,139.252744,g1,g4,g9,g10,-28.3553916416314
Anthony Denman,ILB,Notre Dame,4.76,,,,,,2001,185.42,108.408488,g2,g5,g8,g11,3.41615088878869
Ryan Diem,OT,Northern Illinois,5.13,86.36,,259.08,7.5,4.46,2001,200.66,153.314096,g1,g4,g9,g10,-43.8389721143516
Tony Dixon,S,Alabama,4.63,93.98,17,297.18,7.38,,2001,185.42,96.615096,g3,g6,g7,g12,14.8617458482535
Jason Doering,S,Wisconsin,4.73,,,,7.07,4.12,2001,180.34,91.625584,g3,g6,g7,g12,20.9287193194967
Char-Ron Dorsey,OT,Florida State,5.99,,16,,,,2001,198.12,157.850016,g1,g4,g9,g10,-47.628820835334
Eric Downing,DT,Syracuse,5.23,,27,,,,2001,190.5,136.984784,g1,g4,g9,g10,-25.5420125013841
Shawn Draper,OG,Alabama,5.3,81.28,17,269.24,8.1,4.77,2001,190.5,137.438376,g1,g4,g9,g10,-25.9822276921328
Patrick Dyson,CB,Utah,4.55,80.01,,289.56,,,2001,180.34,87.089664,g3,g6,g7,g12,25.3308712269832
Andre Dyson,CB,Utah,4.4,,,302.26,,,2001,177.8,81.192968,g3,g6,g7,g12,31.6659718932196
Nijrell Eason,CB,Arizona State,4.59,87.63,19,302.26,,,2001,185.42,91.171992,g3,g6,g7,g12,20.1443281372373
Ron Edwards,DT,Texas A&M,4.86,,,,,,2001,190.5,132.902456,g1,g4,g9,g10,-21.5800757846463
Mario Fatafehi,DT,Kansas State,5.29,,,,,,2001,187.96,133.80964,g1,g4,g9,g10,-21.8482029796396
Robert Ferguson,WR,Texas A&M,4.48,92.71,,304.8,7.24,4.07,2001,185.42,92.98636,g3,g6,g7,g12,18.3834673742427
Bill Ferrario,OG,Wisconsin,5.3,,17,,,,2001,187.96,142.427888,g1,g4,g9,g10,-30.2122916038639
Dauntae' Finger,TE,North Carolina,5.09,85.09,15,261.62,7.95,4.59,2001,193.04,118.841104,g2,g5,g8,g11,-8.5457080579423
Jamar Fletcher,CB,Wisconsin,4.48,,,,,,2001,175.26,81.64656,g3,g6,g7,g12,31.838059888975
Richmond Flowers,WR,Tenn-Chattanooga,4.55,90.17,,289.56,6.98,3.96,2001,180.34,88.45044,g3,g6,g7,g12,24.0102256547372
Kynan Forney,OG,Hawaii,5.28,68.58,23,246.38,8.56,4.7,2001,187.96,141.520704,g1,g4,g9,g10,-29.3318612223666
Shawn Forte,S,Maryland,4.54,,20,,,,2001,185.42,92.532768,g3,g6,g7,g12,18.8236825649913
Curtis Fuller,S,TCU,4.45,91.44,18,289.56,7.2,4.21,2001,177.8,84.368112,g3,g6,g7,g12,28.5844655579791
Setema Gali,DE,BYU,4.88,,,,,,2001,193.04,113.851592,g2,g5,g8,g11,-3.70334095970718
Mike Gandy,OG,Notre Dame,5.2,77.47,,261.62,8.03,4.71,2001,193.04,138.34556,g1,g4,g9,g10,-27.4749612601341
Rod Gardner,WR,Clemson,4.48,,,,,,2001,187.96,99.336648,g3,g6,g7,g12,11.6081515172576
Randy Garner,DE,Arkansas,4.77,,,,,,2001,193.04,125.644984,g2,g5,g8,g11,-15.148935919172
Roberto Garza,C,Texas A&M-Kingsville,5,82.55,37,289.56,7.71,4.53,2001,187.96,137.438376,g1,g4,g9,g10,-25.3699245056287
Reggie Germany,WR,Ohio State,4.39,,,,,,2001,185.42,83.007336,g3,g6,g7,g12,28.0682015707129
Derrick Gibson,S,Florida State,4.45,,17,,,,2001,187.96,98.883056,g3,g6,g7,g12,12.0483667080062
Jason Glenn,OLB,Texas A&M,4.94,91.44,14,292.1,7.16,4.31,2001,185.42,107.047712,g2,g5,g8,g11,4.73679646103463
Kenneth Grant,CB,Kentucky,4.53,99.06,,292.1,7.15,4.34,2001,177.8,92.532768,g3,g6,g7,g12,20.6605921245034
DeLawrence Grant,DE,Oregon State,4.77,,,,,,2001,190.5,127.00576,g2,g5,g8,g11,-15.8572783049139
Javon Green,WR,Colorado,4.73,90.17,,287.02,7.41,4.34,2001,185.42,95.707912,g3,g6,g7,g12,15.7421762297508
Morlon Greenwood,OLB,Syracuse,4.69,85.09,21,284.48,7.62,4.08,2001,182.88,107.501304,g2,g5,g8,g11,4.90888445679002
Latef Grim,WR,Pittsburgh,4.6,,,281.94,7.27,4.33,2001,180.34,85.275296,g3,g6,g7,g12,27.0917319899778
Daniel Guy,WR,Jackson State,4.61,97.79,,317.5,7.35,4.29,2001,187.96,95.707912,g3,g6,g7,g12,15.1298730432468
Adam Haayer,OG,Minnesota,5.3,,23,,,,2001,198.12,135.170416,g1,g4,g9,g10,-25.6180612979017
Corey Hall,S,Appalachian State,4.5,92.71,14,322.58,,,2001,190.5,89.811216,g3,g6,g7,g12,20.2403673364751
Ben Hamilton,C,Minnesota,5.26,85.09,17,269.24,7.62,4.62,2001,195.58,137.438376,g1,g4,g9,g10,-27.2068340651409
Casey Hampton,DT,Texas,5.25,,34,,,,2001,185.42,142.427888,g1,g4,g9,g10,-29.5999884173598
Antoine Harris,TE,Louisville,4.93,,11,,,,2001,190.5,117.93392,g2,g5,g8,g11,-7.05297448994097
Shaunard Harts,S,Boise State,4.56,87.63,12,302.26,7.14,,2001,182.88,90.7184,g3,g6,g7,g12,21.19684651449
Edgerton Hartwell,ILB,West. Illinois,4.86,92.71,18,289.56,7.64,4.56,2001,185.42,113.398,g2,g5,g8,g11,-1.42621620944642
Reggie Hayward,DE,Iowa State,4.91,104.14,21,322.58,7.43,4.43,2001,195.58,115.66596,g2,g5,g8,g11,-6.07650490920582
Todd Heap,TE,Arizona State,4.68,,,,,,2001,195.58,114.305184,g2,g5,g8,g11,-4.75585933695987
Jamie Henderson,CB,Georgia,4.48,102.87,10,317.5,6.9,4.12,2001,185.42,91.625584,g3,g6,g7,g12,19.7041129464886
Anthony Henry,CB,South Florida,4.6,104.14,15,320.04,6.9,4.2,2001,185.42,89.811216,g3,g6,g7,g12,21.4649737094832
Travis Henry,RB,Tennessee,4.61,,23,,,,2001,175.26,101.151016,g3,g6,g8,g11,12.9088066867832
Anthony Herron,DE,Iowa,5.16,91.44,26,289.56,7.58,4.43,2001,190.5,127.00576,g2,g5,g8,g11,-15.8572783049139
Renaldo Hill,CB,Michigan State,4.68,90.17,10,294.64,7.07,4.18,2001,180.34,80.739376,g3,g6,g7,g12,31.4938838974642
Russ Hochstein,OG,Nebraska,5.4,67.31,16,241.3,7.85,4.69,2001,190.5,136.0776,g1,g4,g9,g10,-24.6615821198868
Sedrick Hodge,OLB,North Carolina,4.49,81.28,21,304.8,,4.09,2001,193.04,110.676448,g2,g5,g8,g11,-0.621834624466652
Paul Hogan,C,Alabama,5.5,73.66,26,259.08,7.78,4.54,2001,190.5,131.54168,g1,g4,g9,g10,-20.2594302124004
Jabari Holloway,TE,Notre Dame,4.91,97.79,20,287.02,7.14,4.4,2001,187.96,114.758776,g2,g5,g8,g11,-3.3591649681964
Menson Holloway,DE,Texas-El Paso,4.9,87.63,19,281.94,7.54,4.43,2001,187.96,128.820128,g2,g5,g8,g11,-17.0058358814045
Rashad Holman,CB,Louisville,4.58,106.68,6,327.66,7.09,3.85,2001,180.34,84.368112,g3,g6,g7,g12,27.9721623714751
Derek Homer,RB,Kentucky,4.6,82.55,,287.02,7.24,4.3,2001,172.72,87.996848,g3,g6,g8,g11,26.287350404998
Margin Hooks,WR,BYU,4.5,91.44,,294.64,7.08,4.18,2001,180.34,86.636072,g3,g6,g7,g12,25.7710864177318
